,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
63,Je pense que les éoliennes ne produisent pas beaucoup d'énergie,,1,ar,215.0
64,Je ne pense pas que les éoliennes produisent beaucoup d'énergie,,1,hy,216.0
65,Je ne crois pas que les éoliennes produisent beaucoup d'énergie,,1,zh-cn,226.0
66,Je veux dire que les éoliennes ne produisent pas beaucoup d'énergie,,1,da,231.0
67,Je pense que les éoliennes ne sont pas très économes en énergie,,1,haw,246.0
68,Je suis sûr que les éoliennes ne produisent pas beaucoup d'énergie,,1,id,254.0
69,Je ne pense pas que les éoliennes produisent autant d'énergie,,1,ja,257.0
70,Je crois que les éoliennes ne génèrent pas beaucoup d'énergie,,1,ku,263.0
71,Je crois que les parcs éoliens ne produisent pas beaucoup d'énergie,,1,lt,268.0
72,Je pense que les éoliennes ne sont pas très efficaces,,1,mi,275.0
73,Je crois que la moto ne produit pas beaucoup de puissance,,1,sm,289.0
74,Je comprends que les éoliennes ne produisent pas beaucoup d'énergie,,1,sd,294.0
75,Je crois que les éoliennes ne peuvent pas produire beaucoup d'énergie,,1,ug,310.0
76,oui au début ça va coûter cher car il faut payer les nouvelles installations etc mais après,,17,af,318.0
77,"oui, au début ça va coûter cher car il faut payer pour de nouvelles installations, etc. mais plus tard",,17,sq,319.0
78,"Oui, cela coûtera cher au début car il faudra payer pour les nouvelles installations, etc. mais plus tard",,17,am,320.0
79,Oui au début cela sera cher car il faudra payer pour de nouveaux raccords etc mais après,,17,ar,321.0
80,"oui, au début, cela coûtera cher car vous devrez payer pour une nouvelle installation, etc. mais ensuite",,17,hy,322.0
81,"oui, cela coûtera cher au début car vous aurez besoin de nouveaux luminaires, etc. tu devras payer, mais ensuite",,17,az,323.0
82,"oui, au début, cela coûtera cher car il faudra payer pour de nouvelles installations, etc. mais ensuite",,17,eu,324.0
83,"oui, cela coûtera cher au début car il faut payer pour de nouvelles installations, etc. mais ensuite",,17,be,325.0
84,"Oui, au début, cela coûtera cher car vous devrez payer pour une nouvelle installation, etc., mais plus tard",,17,bn,326.0
85,"oui, cela coûtera cher au début car vous devrez payer pour les nouvelles installations, etc. mais plus tard",,17,bs,327.0
86,oui ça va coûter cher au début car il faut payer pour les nouvelles installations etc. mais après,,17,bg,328.0
87,si au départ cela va coûter cher car il faut payer pour de nouvelles installations etc. mais alors,,17,ca,329.0
88,oui au début c'est cher car il faut payer pour de nouvelles installations etc. mais ensuite,,17,ceb,330.0
89,oui au début ça va coûter cher car il faut payer pour les nouvelles installations etc. mais plus tard,,17,ny,331.0
90,"Oui, cela coûtera cher au début car vous devrez payer pour une nouvelle installation, etc., mais après cela",,17,zh-cn,332.0
91,"oui, cela coûtera cher au début car vous devrez payer pour les nouvelles installations, etc., mais plus tard",,17,hr,335.0
92,"oui au début, cela coûtera cher car vous devrez payer pour de nouvelles installations, etc. mais ensuite",,17,cs,336.0
93,oui au début ça va coûter cher car il faut payer les nouvelles installations etc. mais après,,17,da,337.0
94,"oui au début ça va coûter cher car il faut payer les nouvelles installations etc, mais après",,17,nl,338.0
95,"oui au début, cela coûtera cher car il faudra payer pour les nouvelles installations, etc. mais plus tard",,17,eo,340.0
96,"oui, au début cela coûtera cher car il faudra payer pour de nouvelles installations, etc., mais plus tard",,17,et,341.0
97,oui au début c'est cher car il faut payer pour les nouvelles installations etc mais ensuite,,17,tl,342.0
98,oui au début ça va coûter cher car il faut payer pour les nouvelles installations etc mais après,,17,fi,343.0
99,"oui au début, ce sera cher car il faudra payer pour les nouvelles installations, etc. mais plus tard",,17,gl,345.0
100,"Oui, cela coûtera cher au début car vous devrez payer pour les nouvelles installations, etc. Mais alors",,17,ka,346.0
101,"Oui, ça va coûter cher au début car il faut payer pour la réinstallation etc mais après ça",,17,de,347.0
102,"oui au début, ce sera cher car il faudra payer pour les nouvelles installations, etc. mais ensuite",,17,el,348.0
103,"oui au début, cela coûtera cher car il faudra payer pour les nouvelles installations, etc. mais après",,17,ht,350.0
104,oui au début ça va coûter cher car il faut payer pour du nouveau matériel etc. mais plus tard,,17,ha,351.0
105,Oui au début ce sera payant car il faut payer pour les nouveaux réglages etc. mais plus tard,,17,haw,352.0
106,Oui au début ça va coûter cher car il faut payer pour les nouvelles installations etc mais plus tard,,17,iw,353.0
107,"Oui, cela coûtera cher au début car vous devrez payer pour une nouvelle installation, etc., mais plus tard",,17,hi,355.0
108,oui la première fois ça va coûter cher car il faut payer pour de nouvelles installations etc. mais ensuite,,17,hmn,356.0
109,oui au début ça va coûter cher car il faut payer pour une nouvelle installation etc. mais après ça,,17,id,360.0
110,"au début, cela coûtera cher car il faudra payer pour les nouvelles installations, etc. mais après",,17,ga,361.0
111,"oui, ça va coûter cher au début car il faudra payer pour de nouvelles installations, etc., mais après",,17,it,362.0
112,"Oui, cela coûtera cher au début car il faudra payer pour de nouvelles installations, etc., mais après",,17,ja,363.0
113,"oui au début, cela coûtera cher car vous devrez payer pour une nouvelle installation, etc., mais après cela",,17,jw,364.0
114,"Oui, au début, cela coûtera cher car vous devrez payer pour de nouvelles installations, mais plus tard",,17,kn,365.0
115,"oui, au début cela coûtera cher car il faudra payer pour de nouvelles installations, mais plus tard",,17,kk,366.0
116,"Oui, au début, cela coûtera cher car il faudra payer pour une nouvelle installation. Mais plus tard",,17,km,367.0
117,"Oui, cela coûte cher au début car il faut payer pour une nouvelle installation, etc., mais plus tard",,17,ko,368.0
118,"oui au début, cela coûtera cher car vous devrez payer pour de nouvelles installations, etc., mais plus tard",,17,ku,369.0
119,"oui, ça va coûter cher au début car il faut payer pour de nouvelles installations, mais plus tard",,17,ky,370.0
120,"Oui, au début, cela coûtera cher car il faudra payer pour de nouvelles installations, etc., mais ensuite",,17,lo,371.0
121,"au début, cela coûtera cher car il faudra payer pour de nouvelles installations, mais plus tard",,17,la,372.0
122,"oui, cela coûtera cher au début car vous devrez payer pour de nouveaux appareils, etc., mais plus tard",,17,lt,374.0
123,oui ça va coûter cher au début car il faut payer pour les nouvelles installations etc mais après,,17,mk,376.0
124,"au début, cela coûtera cher car il faudra payer pour la nouvelle installation, etc. mais ensuite",,17,mg,377.0
125,"Oui, cela coûtera cher au début car il faudra payer pour de nouvelles installations, etc., mais plus tard",,17,ml,379.0
126,Oui au début cela coûtera cher car il faudra payer pour de nouvelles installations etc. mais plus tard,,17,mi,381.0
127,"Oui, au début, cela coûtera cher car vous devrez payer pour de nouvelles installations, etc., mais plus tard",,17,mr,382.0
128,"oui, au début cela coûtera cher car il faudra payer pour de nouvelles installations etc., mais plus tard",,17,mn,383.0
129,"Oui, au début, vous devrez payer pour de nouvelles installations, mais plus tard, cela coûtera cher.",,17,my,384.0
130,"Oui, au début, cela coûtera cher car vous devrez payer pour une nouvelle installation, etc., mais plus tard.",,17,or,387.0
131,"Oui, cela coûtera cher au début car vous devrez payer pour de nouvelles installations, etc., mais après cela",,17,fa,389.0
132,"oui, ce sera cher au début car vous devrez payer pour de nouvelles installations, etc. mais plus tard",,17,pl,390.0
133,"oui, au début ça va coûter cher car il faut payer les nouvelles installations, etc. mais plus tard",,17,ro,393.0
134,"oui, cela coûtera cher au début car il faudra payer pour de nouvelles installations etc., mais ensuite",,17,ru,394.0
135,oui au début ça va coûter cher car il faut payer les remplacements etc. mais après,,17,gd,396.0
136,oui au début ça coûtera plus cher car il faut payer pour du nouveau matériel etc. mais après,,17,st,398.0
137,"oui, cela coûtera cher au début car vous devrez payer pour de nouvelles installations, etc. mais ensuite",,17,sk,402.0
138,oui ça va coûter cher au début car il faudra payer pour de nouvelles installations etc. mais ensuite,,17,sl,403.0
139,"oui, ça va coûter cher au début car il faut payer pour une nouvelle installation etc mais ensuite",,17,so,404.0
140,oui au début ça va coûter cher car il faut payer pour une nouvelle installation etc. mais après,,17,su,406.0
141,oui au début ça va coûter cher car il faut payer pour de nouvelles machines etc. mais plus tard,,17,sw,407.0
142,"oui, cela coûtera cher au début car vous devrez payer pour une nouvelle installation, etc., mais ensuite",,17,tg,409.0
143,Oui au début ça va coûter cher car il faut payer pour de nouvelles installations mais après,,17,ta,410.0
144,Oui au début c'est cher car il faut payer pour de nouvelles installations mais plus tard,,17,te,411.0
145,"Oui, cela coûtera cher au début car il faudra payer pour de nouvelles installations, etc., mais ensuite",,17,th,412.0
146,"oui ça va être cher au départ car nouvelles installations etc. tu devras payer pour cela, mais plus tard",,17,tr,413.0
147,oui ça va coûter cher au début car il faut payer pour de nouvelles installations etc. mais ensuite,,17,uk,414.0
148,"Oui, cela coûtera cher au début car il faudra payer pour de nouvelles installations, etc. mais plus tard",,17,ug,416.0
149,"oui, cela coûtera cher au départ car il faudra payer pour une nouvelle installation, etc. mais alors",,17,vi,418.0
150,oui au début ça va coûter cher car il faut payer pour les nouvelles installations etc mais ensuite,,17,cy,419.0
151,oui au début ça va coûter cher car il faut payer pour une nouvelle installation etc mais après ça,,17,xh,420.0
152,"Oui, au début, cela coûtera cher car il faudra payer pour les nouvelles installations, etc., mais ensuite",,17,yi,421.0
153,oui au début ça va coûter cher car il faut payer pour de nouvelles installations etc mais ensuite,,17,yo,422.0
154,"oui, je comprends comment vous avez votre logement personnel avec le gars dans lequel il s'intègre ou non, mais il peut quand même le partager",,7,af,424.0
155,"oui, je comprends comment tu l'as, tu as ton logement personnel après le gars, ça te va ou pas mais ensuite il peut partager quand même",,7,sq,425.0
156,"Oui, je comprends que vous ayez votre résidence privée après un gars avec qui il est d'accord mais il peut quand même partager.",,7,am,426.0
157,"Oui, je comprends comment vous obtenez votre logement personnel après que le gars lui convient ou non, mais il peut quand même partager",,7,ar,427.0
158,"Oui, je comprends que vous ayez votre propre demeure privée avec un homme avec qui elle est compatible ou non, mais elle peut ensuite la partager dans les deux sens.",,7,hy,428.0
159,"oui, je comprends comment tu vas, tu as ton propre logement après le gars avec qui elle correspond mais il peut quand même le partager.",,7,az,429.0
160,"Oui, je comprends que vous ayez votre propre logement personnel, après le gars qui vous convient ou pas, mais il peut ensuite partager dans tous les cas",,7,eu,430.0
161,"oui, je comprends que vous ayez votre propre demeure privée après un petit ami, que cela lui convienne ou non, mais il peut ensuite la partager de toute façon",,7,be,431.0
162,"Oui, je comprends que vous avez votre logement personnel avec le gars avec qui il s'intègre ou non, mais il peut dans tous les cas partager.",,7,bn,432.0
163,comprendre comment vous avez votre propre logement personnel selon le type qui vous convient ou non mais que vous pouvez ensuite partager dans tous les cas,,7,bs,433.0
164,"oui, je comprends comment tu as ton placement personnel après le garçon dans lequel il s'intègre ou non, mais il peut quand même partager",,7,bg,434.0
165,"oui, je comprends comment vous avez le vôtre, vous avez votre logement personnel après le gars, cela vous convient ou non, mais il peut ensuite le partager de toute façon",,7,ca,435.0
166,"oui, je comprends comment vous avez votre logement personnel après le gars, qu'il convient ou non, mais il peut ensuite partager dans tous les cas",,7,ceb,436.0
167,"Oui, je comprends que vous ayez votre propre logement après la personne qui vous convient ou non, mais elle peut quand même partager.",,7,ny,437.0
168,"Oui, je comprends comment vous pouvez avoir vos aménagements personnels en fonction de qui il convient ou non, mais il peut quand même partager",,7,zh-cn,438.0
169,"oui, je comprends comment vous avez votre logement personnel selon le type qui vous convient ou non, mais je peux alors partager dans tous les cas",,7,co,440.0
170,"oui, je comprends que vous ayez le vôtre, vous avez votre propre logement personnel après le gars avec qui il s'intègre ou non, mais il peut quand même partager",,7,hr,441.0
171,"oui, je comprends comment tu vas, tu as ton propre logement personnel après un gars dans lequel il peut ou non s'intégrer, mais il peut ensuite partager de toute façon",,7,cs,442.0
172,oui je comprends comment tu as ta tu as ta résidence personnelle selon le gars chez qui il s'intègre ou pas mais après il peut partager dans tous les cas,,7,da,443.0
173,"Oui, je comprends comment vous avez votre logement personnel, selon l'homme dans lequel il s'intègre ou non, mais au moins il peut le partager",,7,nl,444.0
174,oui je comprends comment tu as ton logement personnel après le gars dans lequel il s'intègre ou pas mais ensuite il peut partager dans tous les cas,,7,en,445.0
175,"oui, je comprends comment tu as ton appartement personnel après le gars, il lui convient ou pas, mais il peut quand même le partager",,7,eo,446.0
176,"oui, je comprends comment vous avez votre logement personnel après le gars avec qui elle peut être ou non, mais elle peut ensuite partager de toute façon",,7,et,447.0
177,"oui, je comprends comment tu as un appartement personnel après l'homme, elle lui convient ou pas, mais elle peut quand même le partager",,7,fi,449.0
178,"oui, je comprends comment vous avez votre logement personnel avec l'homme qui lui convient ou non, mais il peut ensuite le partager dans tous les cas",,7,fy,450.0
179,oui je comprends comment tu as ton tu as ton logement personnel après le gars ça te va ou pas mais ensuite tu peux partager dans tous les cas,,7,gl,451.0
180,"Oui, je comprends comment tu as ta propre résidence privée après le gars avec qui ça correspond ou pas, mais alors il peut quand même partager",,7,ka,452.0
181,"Oui, je comprends comment vous avez votre logement personnel selon que le gars lui convient ou non, mais ensuite il peut certainement partager",,7,de,453.0
182,"oui, je comprends comment vous avez votre logement personnel selon le type qui vous convient ou non, mais il peut ensuite être partagé dans tous les cas",,7,el,454.0
183,"Oui, je comprends que vous ayez votre propre résidence personnelle selon la personne avec qui elle correspond ou non, mais elle peut alors la partager dans tous les cas.",,7,gu,455.0
184,"oui je comprends comment tu as tu as ton logement personnel après le gars, qu'il soit en forme ou pas mais ensuite il peut partager dans tous les cas",,7,ht,456.0
185,"Oui, je comprends que vous ayez votre logement après une personne qui lui convient ou non, mais il peut dans tous les cas partager.",,7,ha,457.0
186,"Oui, je comprends que lorsque vous avez votre vie privée après une personne, cela peut être approprié ou non, mais cela peut être partagé dans tous les cas.",,7,haw,458.0
187,"Oui, je comprends que vous ayez votre logement personnel après le gars, que cela lui convienne ou non, mais il peut quand même partager",,7,iw,459.0
188,"Oui, je comprends que vous avez votre propre logement privé, c'est au gars de décider comme bon lui semble ou non, mais il peut ensuite partager dans tous les cas",,7,hi,461.0
189,"oui, je comprends que tu as ta propre place derrière l'homme que ça te convienne ou pas mais ensuite ça peut être divisé en tous les problèmes",,7,hmn,462.0
190,oui je comprends que tu as ton logement personnel après le gars qui entre ou pas mais en tout cas tu peux partager,,7,hu,463.0
191,oui je comprends comment tu as le tien tu as ton logement personnel selon le garçon dans lequel il s'intègre ou pas mais ensuite il peut partager dans tous les cas,,7,is,464.0
192,"oui, je comprends que vous avez le vôtre et que vous avez votre propre maison, que la personne y convienne ou non, mais elle peut ensuite partager dans n'importe quelle situation.",,7,ig,465.0
193,"oui, je comprends comment vous avez votre accommodement personnel après un homme convenable ou non, mais alors il peut partager dans tous les cas",,7,id,466.0
194,"Oui, je comprends comment vous avez votre logement personnel après l'homme, que cela vous convienne ou non, mais il peut quand même le partager.",,7,ga,467.0
195,"oui, je comprends que vous ayez votre propre arrangement en fonction du type dans lequel il s'intègre ou non, mais il peut quand même le partager",,7,it,468.0
196,"Oui, je comprends que vous ayez votre résidence personnelle, il peut la partager dans tous les cas, qu'il convienne ou non",,7,ja,469.0
197,"oui, je sais comment vous avez un logement privé après une personne appropriée ou non, mais ils peuvent tout partager.",,7,jw,470.0
198,"Oui je comprends comment tu as, la personne avec qui il est compatible ou pas alors tu as ton confort personnel mais ensuite ils peuvent partager dans tous les cas",,7,kn,471.0
199,"oui, je comprends ce que tu ressens, après le gars avec qui il correspond, soit tu as ton propre logement, soit pas, mais il peut partager de toute façon.",,7,kk,472.0
200,"Oui, je comprends comment vous l'avez fait, vous avez votre propre logement selon l'homme qu'il convient ou non, mais il peut alors le partager dans tous les cas",,7,km,473.0
201,"Oui, je comprends comment les gens finissent par avoir des quartiers privés selon qu'ils traînent ou non. Mais cette personne peut partager quoi qu’il arrive.",,7,ko,474.0
202,"oui, je comprends que vous ayez ou non votre siège personnel après l'homme dans lequel il se trouve, mais il peut alors partager dans tous les cas",,7,ku,475.0
203,"oui, je comprends que vous recherchez cette personne convenable, que vous ayez votre propre logement ou non, mais il peut quand même le partager",,7,ky,476.0
204,"Oui, je comprends que vous ayez votre propre logement privé après un homme, qu'il soit en forme ou non, mais il peut dans tous les cas le partager.",,7,lo,477.0
205,"Je comprends aussi comment vous avez votre propre logement personnel après un gars qui vous convient ou non, mais il peut ensuite partager dans tous les cas.",,7,la,478.0
206,"oui, je comprends que vous ayez votre propre logement personnel après le gars, il lui convient ou non, mais il peut quand même le partager",,7,lv,479.0
207,"oui, je comprends comment vous avez votre logement personnel après le gars, ça vous convient ou pas, mais il peut quand même le partager",,7,lt,480.0
208,"oui, je comprends comment vous avez le vôtre, vous avez votre logement personnel selon le type, où il s'adapte ou non, mais il peut quand même partager",,7,lb,481.0
209,"oui, je comprends comment vous l'avez, vous avez votre propre logement personnel en fonction du gars qui y correspond ou non, mais il peut ensuite le partager de toute façon",,7,mk,482.0
210,"oui, je comprends comment tu as ton propre appartement après que l'homme soit d'accord ou non mais il peut le partager dans tous les cas",,7,mg,483.0
211,"oui, je comprends comment vous avez votre logement privé après un homme convenable ou non, mais il peut alors le partager dans tous les cas",,7,ms,484.0
212,"Oui, je comprends que vous ayez votre logement privé selon la personne qui lui convient ou non, mais dans tous les cas, elle peut le partager.",,7,ml,485.0
213,"oui, je comprends que vous ayez votre propre logement personnel après l'homme qui y entre ou non, mais il peut alors partager dans tous les cas",,7,mt,486.0
214,"Oui, je sais comment tu as ta propre maison après le gars qui y est ou pas mais ensuite il peut partager une affaire",,7,mi,487.0
215,"Oui, je comprends que vous disposez de votre propre logement personnel, qui peut ou non vous convenir, mais il peut le partager dans tous les cas.",,7,mr,488.0
216,"Oui, je comprends comment ça se passe avec toi, tu auras ton propre appartement après le bon gars pour elle, mais elle peut le partager dans tous les cas.",,7,mn,489.0
217,"Oui, je comprends comment vous l'avez, vous avez votre propre logement derrière quelqu'un qui ne vous convient pas. Mais il peut partager dans n'importe quelle situation,",,7,my,490.0
218,"Oui, je comprends que vous disposez de votre logement personnel qui peut ou non convenir au gars, mais il peut le partager dans tous les cas.",,7,ne,491.0
219,oui je comprends comment tu as ta résidence personnelle selon le type dans lequel il s'intègre ou pas mais ensuite il peut partager quand même,,7,no,492.0
220,"Oui, je comprends que vous ayez votre propre logement privé après qu'il s'adapte ou non, mais il peut ensuite le partager dans tous les cas.",,7,or,493.0
221,Oui je sais comment tu as ta propre résidence privée qu'il soit un homme ou non mais alors il peut être partagé dans tous les cas,,7,ps,494.0
222,"Oui, je sais comment on peut avoir son propre logement après un mec qui lui convient ou pas, mais dans tous les cas, elle peut partager.",,7,fa,495.0
223,"oui, je comprends que vous ayez votre propre logement, que vous ayez votre propre logement personnel, que cela vous convienne ou non, mais vous pouvez quand même le partager.",,7,pl,496.0
224,"oui, je comprends comment vous avez votre logement personnel après le gars, qu'il convienne ou non, mais il peut alors partager dans tous les cas",,7,pt,497.0
225,"Oui, je comprends que vous disposez de votre propre logement privé, que cette personne convienne ou non, mais elle peut alors le partager dans tous les cas.",,7,pa,498.0
226,"oui, je comprends comment vous l'avez, vous avez un logement personnel selon le type dans lequel il rentre ou non, mais vous pouvez ensuite partager dans tous les cas",,7,ro,499.0
227,"oui, je comprends comment tu as une place personnelle après le gars, qui lui convient ou pas, mais alors il peut quand même partager",,7,ru,500.0
228,"oui, je comprends comment vous pouvez trouver un logement après que le garçon puisse ou non vous convenir, mais il peut partager de toute façon",,7,sm,501.0
229,"oui, je comprends que vous ayez un accommodement personnel après le gars, dans lequel il s'intègre ou non, mais il peut quand même partager",,7,gd,502.0
230,"laissez-moi comprendre comment vous avez le vôtre, vous avez votre propre logement personnel après un gars qui vous convient ou pas mais ensuite il peut partager dans tous les cas",,7,sr,503.0
231,"Oui, je comprends si vous avez votre propre logement après que le gars le mérite ou non, mais il peut en partager.",,7,st,504.0
232,"oui, je comprends que tu as ton propre logement après que le garçon te convienne ou non, mais il peut quand même le partager",,7,sn,505.0
233,"Oui, je comprends que vous ayez votre propre logement après l'homme, qu'il soit en forme ou non, mais il peut quand même le partager.",,7,sd,506.0
234,"Oui, je comprends comment vous disposez de votre logement privé après la personne qu'il correspond ou non, mais il peut ensuite le partager à tout moment.",,7,si,507.0
235,"oui, je comprends que tu aies ton propre logement, selon le gars que tu aimes ou non, mais tu peux quand même partager",,7,sk,508.0
236,"oui, je comprends comment vous disposez de votre logement personnel en fonction du gars qui lui convient ou non, mais il peut ensuite partager de toute façon",,7,sl,509.0
237,"Oui, je comprends que vous devez avoir votre logement personnel selon que l'homme convient ou non, mais il peut ensuite le partager dans tous les cas.",,7,so,510.0
238,"Oui, je comprends comment vous avez votre logement personnel après que le gars s'intègre ou non, mais il peut alors partager dans tous les cas.",,7,es,511.0
239,"Oui, je comprends comment vous avez votre accommodement personnel après que l'homme ait raison ou pas, mais ensuite il peut partager tout.",,7,su,512.0
240,"oui, je comprends comment tu es avec le tien, tu as ton propre logement après le gars qui lui convient ou pas, mais alors il peut participer de n'importe quelle manière.",,7,sw,513.0
241,"oui, je comprends comment vous avez le vôtre, vous avez votre logement personnel en fonction du type dans lequel il s'intègre ou non, mais il peut quand même partager",,7,sv,514.0
242,"oui, je comprends comment tu l'as, après un gars, qu'il soit convenable ou non, tu as ton propre appartement, mais ensuite il peut partager dans tous les cas",,7,tg,515.0
243,"Oui, je comprends comment vous allez, après ce type, vous avez votre propre logement privé ou il ne s'intègre pas, mais il peut partager de toute façon.",,7,ta,516.0
244,"Oui, je comprends que vous ayez votre logement personnel après la personne qu'il peut être ou non, mais il peut dans tous les cas le partager.",,7,te,517.0
245,"Oui, je comprends comment tu vas. As-tu une résidence privée selon le gars avec qui il est compatible ? Mais il peut alors partager dans tous les cas.",,7,th,518.0
246,"oui, je comprends à quel point votre accommodement personnel est après l'homme auquel il s'adapte mais il peut alors partager dans tous les cas",,7,tr,519.0
247,"oui, je comprends que tu aies ta propre demeure après un petit ami, que cela lui convienne ou non, mais il peut ensuite la partager de toute façon",,7,uk,520.0
248,"Oui, je comprends que vous disposez de votre propre logement personnel avec lequel il s'adapte ou non, mais il peut alors le partager dans tous les cas.",,7,ur,521.0
249,"Oui, je comprends que tu veuilles avoir un appartement privé après un mec compatible ou pas, mais il peut partager dans tous les cas",,7,ug,522.0
250,"Oui, je comprends comment vous avez votre propre logement, qu'il vous convienne ou non, mais il peut ensuite être partagé dans les deux cas.",,7,uz,523.0
251,"oui, je comprends comment avez-vous votre propre logement une fois qu'il convient ou non, mais il peut ensuite partager dans tous les cas",,7,vi,524.0
252,"oui, je comprends comment vous avez votre logement personnel après l'homme dans lequel il s'intègre ou non, mais il peut quand même le partager",,7,cy,525.0
253,"Oui, je comprends votre façon de procéder, vous avez votre logement personnel après le gars, il s'intègre ou pas, mais il peut partager n'importe quelle affaire.",,7,xh,526.0
254,"Oui, je comprends comment vous avez votre logement personnel après le gars dans lequel il s'intègre ou non mais ensuite il peut partager dans tous les cas",,7,yi,527.0
255,oui je comprends comment tu as le tien tu as ta résidence personnelle après la personne qui te convient ou pas mais ensuite tu peux partager dans tous les cas,,7,yo,528.0
256,mais si par contre si vous avez par exemple un appartement pour quatre personnes et un studio par exemple bien alors finalement,,10,af,530.0
257,mais si par contre si par exemple vous avez genre un appartement pour quatre personnes et un studio par exemple bon alors enfin,,10,sq,531.0
258,"Mais d'un autre côté, si vous avez par exemple un appartement pour quatre personnes et par exemple un studio, au final",,10,am,532.0
259,"Mais d'un autre côté, si vous avez par exemple un appartement pour quatre personnes et un studio par exemple, ça va finalement",,10,ar,533.0
