,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
14,"Au fil du temps, il existe une sphère de confiance dans laquelle nous pouvons faire directement confiance aux personnes que nous rencontrons, pour ne pas nous enfermer dans un système monétaire, et cela a à voir avec le fait que nous nous faisons confiance les uns les autres, et",2,12,zh-tw,15.0
15,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir oui, il existe une sphère de confiance et donc il n'y a pas de fermeture dans un système monétaire, qui est liée au fait de faire confiance aux autres et",2,12,co,16.0
16,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps et donc avoir ça, il y a une sphère de confiance et donc ne pas s'enfermer dans le système monétaire, c'est par rapport au fait qu'on se fait confiance et",2,12,hr,17.0
17,nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir oui il y a une sphère de confiance et donc ne pas nous fermer au système monétaire qui est par rapport à la confiance mutuelle et,2,12,cs,18.0
18,"on pourrait avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir, oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est à dire par rapport à la confiance mutuelle et",2,12,da,19.0
19,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps et c'est pour ça oui, il y a un climat de confiance et c'est pour ça qu'on ne s'enferme pas dans un système monétaire, c'est à dire par rapport au fait qu'on fait confiance les uns les autres et",2,12,nl,20.0
20,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est à dire par rapport au fait de se faire confiance et",2,12,en,21.0
21,"nous pouvons avoir une confiance directe dans les personnes avec lesquelles nous sommes en contact au fil du temps et donc oui, il existe une sphère de confiance et donc ne pas nous enfermer dans un système monétaire qui consiste à se faire confiance les uns les autres et",2,12,et,23.0
22,"on peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc on a oui, il y a une sphère de confiance et donc on ne s'enferme pas dans un système financier, lié au fait de faire confiance à une seule et",2,12,tl,24.0
23,"on pourrait faire directement confiance aux gens qu'on rencontre au fil du temps, et donc on a, oui, il y a un cercle de confiance, et donc on ne s'enferme pas dans le système monétaire, ce qui est lié au fait qu'on se fait confiance et",2,12,fi,25.0
24,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir oui, il y a un climat de confiance et donc ne pas nous enfermer dans un système monétaire, c'est-à-dire par rapport au fait de se faire confiance et",2,12,fy,26.0
25,"on pourrait avoir une confiance directe dans les gens qu'on connaît au fil du temps et donc oui il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est-à-dire par rapport à la confiance mutuelle et",2,12,gl,27.0
26,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et oui, il y a une zone de confiance et donc ne pas s'enfermer dans le système monétaire, il s'agit de se faire confiance et",2,12,ka,28.0
27,"On pourrait, au fil du temps, avoir une confiance directe dans les personnes que l'on rencontre et donc oui, il y a une sphère de confiance et donc ne pas s'attacher à un système monétaire lié au fait de se faire confiance et",2,12,de,29.0
28,"nous pourrions avoir une confiance immédiate dans les personnes que nous rencontrons au fil du temps et donc nous avons oui il y a une sphère de confiance et donc nous ne sommes pas enfermés dans un système monétaire, c'est à dire par rapport au fait que nous nous faisons confiance et",2,12,el,30.0
29,"De temps en temps on peut faire directement confiance aux personnes qu'on rencontre et donc oui, il y a une zone de confiance et donc on ne s'enferme pas dans le système financier, qui est lié au fait de se faire confiance et",2,12,gu,31.0
30,"on pourrait avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est à dire par rapport à la réalité faire confiance aux uns et aux autres et",2,12,ht,32.0
31,"on peut avoir une confiance directe dans les gens qu'on rencontre depuis longtemps donc ils ont oui, il y a une zone de confiance donc on ne s'enferme pas dans le système financier, qui est lié au fait de se faire confiance et",2,12,ha,33.0
32,"on peut directement faire confiance aux personnes que l'on rencontre à temps et donc oui, il y a une part de confiance et donc ne pas s'enfermer dans un système financier, basé sur la dépendance les uns des autres et",2,12,haw,34.0
33,"Nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc nous avons oui, il y a un espace de sécurité et donc ne pas nous enfermer dans un système monétaire, c'est-à-dire par rapport au fait de se faire confiance.",2,12,he,36.0
34,"On peut faire confiance directement aux personnes que l'on rencontre au fil du temps et donc oui, il y a une zone de confiance et donc on ne s'enferme pas dans un système monétaire, par rapport au fait de se faire plus confiance.",2,12,hi,37.0
35,"on peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir, avoir une certaine confiance et donc ne pas s'enfermer dans un financier, qui est en rapport avec la vérité pour se croire et",2,12,hmn,38.0
36,"on peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps, et donc, oui, il y a une sphère de confiance, et donc on ne s'enferme pas dans un système monétaire, c'est-à-dire se faire confiance et",2,12,hu,39.0
37,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps et c'est pour ça qu'on a oui, c'est une zone de confiance et donc pas enfermé dans un système monétaire, c'est lié au fait de se faire confiance et",2,12,is,40.0
38,"nous pouvons avoir une confiance instantanée dans les personnes que nous rencontrons au fil du temps, donc il y a oui, il y a de la confiance et donc il ne s'agit pas de nous enfermer dans le système financier, c'est-à-dire en termes de confiance et entre nous.",2,12,ig,41.0
39,"on peut avoir une confiance directe dans les personnes qu'on rencontre de temps en temps et donc oui, il y a une zone de confiance et donc ne pas s'enfermer dans un système monétaire, notamment par rapport au fait de confiance mutuelle et",2,12,id,42.0
40,"on pourrait directement faire confiance aux gens qu'on rencontre au fil du temps et donc oui il y a une zone de confiance donc on n'est pas enfermé dans un système monétaire, c'est à dire se faire confiance et",2,12,ga,43.0
41,"on pourrait avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est à dire par rapport au fait de se faire confiance et",2,12,it,44.0
42,Il existe certes une sphère de confiance puisque l’on peut faire directement confiance aux personnes que l’on rencontre au fil du temps et donc ne pas s’enfermer dans un système monétaire. Cela signifie se faire confiance et,2,12,ja,45.0
43,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir oui, il existe un environnement de confiance et donc ne pas nous enfermer dans le système monétaire, qui est lié à la réalité pour se faire confiance et",2,12,jw,46.0
44,"Au fil du temps, nous pouvons avoir une confiance directe dans les personnes que nous rencontrons et donc oui, il existe un domaine de confiance qui ne nous lie donc pas au système monétaire, en ce qui concerne la confiance mutuelle.",2,12,kn,47.0
45,"nous pouvons directement faire confiance aux personnes que nous rencontrons au fil du temps, donc oui, il y a de la confiance, donc nous ne nous enfermons pas dans le système monétaire, ce qui revient au fait que nous nous faisons confiance, et",2,12,kk,48.0
46,"On peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps, alors oui, il y a une confiance, et donc ne pas s'enfermer dans le système monétaire, qui est lié à la réalité pour se faire confiance.",2,12,km,49.0
47,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps, nous disposons donc d’une sphère de confiance et ne sommes pas piégés par le système monétaire.",2,12,ko,50.0
48,"on pourrait directement faire confiance aux personnes que l'on rencontre au fil du temps et donc oui, il y a une zone de confiance et donc ne pas se laisser entraîner dans un système monétaire, c'est-à-dire que cela dépend du fait que nous nous faisons confiance et",2,12,ku,51.0
49,"on peut directement faire confiance aux gens qu'on rencontre au fil du temps, donc oui, il y a un cercle de confiance, donc on ne s'enferme pas dans le système monétaire, il s'agit du fait qu'on se fait confiance et",2,12,ky,52.0
50,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir une gamme de confiance et donc ne pas nous enfermer dans le système financier, ce qui est lié au fait de la confiance mutuelle.",2,12,lo,53.0
51,"nous pourrions avoir une confiance directe dans les personnes que nous avons rencontrées à temps et donc nous pouvons avoir confiance et donc nous contrôler dans le système financier, c'est par rapport à la question de se faire confiance et.",2,12,la,54.0
52,"nous pourrions directement faire confiance aux personnes que nous rencontrons au fil du temps et donc oui, il existe un domaine de confiance et nous ne sommes donc pas enfermés dans le système monétaire qui consiste à se faire confiance les uns les autres et",2,12,lv,55.0
53,"on peut directement faire confiance aux personnes qu'on rencontre au fil du temps, donc oui, il y a une sphère de confiance et donc on ne s'enferme pas dans le système monétaire, c'est-à-dire se faire confiance et",2,12,lt,56.0
54,"on peut avoir une confiance immédiate dans les personnes que l'on rencontre au fil du temps et donc avoir, oui, il y a une sphère de confiance en nous donc pas enfermée dans un système monétaire, c'est à dire par rapport au fait de se faire confiance et",2,12,lb,57.0
55,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et c'est pourquoi nous avons oui il y a une sphère de confiance et c'est pourquoi nous ne nous enfermons pas dans un système monétaire, il s'agit du fait que nous nous faisons confiance et",2,12,mk,58.0
56,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons à temps et donc nous avons oui, il existe un monde de confiance et donc nous ne nous fermons pas au système financier, cela est lié à la confiance et à la confiance mutuelle.",2,12,mg,59.0
57,"on peut avoir une confiance directe dans les gens qu'on rencontre de temps en temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans le système financier, c'est à dire par rapport aux faits se faire confiance et",2,12,ms,60.0
58,"Nous pouvons directement faire confiance aux personnes que nous rencontrons au fil du temps, donc oui, il existe un domaine de confiance, donc nous ne nous enfermons pas dans le système monétaire, cela a à voir avec le fait que nous nous faisons confiance.",2,12,ml,61.0
59,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc nous avons oui, il y a une sphère de confiance et donc nous ne sommes pas enfermés dans un système monétaire, c'est à dire par rapport au fait que nous nous faisons confiance et",2,12,mt,62.0
60,"Nous pouvons directement faire confiance aux personnes que nous rencontrons à temps, donc oui, il y a un lieu de confiance, donc nous ne nous enfermons pas dans le système financier, ce qui affecte la vraie confiance mutuelle,",2,12,mi,63.0
61,"On peut directement faire confiance aux personnes qu'on rencontre au fil du temps et donc oui, il y a une zone de confiance et donc on ne peut pas s'enfermer dans le système économique, qui est lié au fait de se faire confiance et",2,12,mr,64.0
62,"Nous pouvons instantanément faire confiance aux personnes que nous rencontrons au fil du temps, alors oui, il existe un cercle de confiance, donc nous ne nous enfermons pas dans un système monétaire qui implique de se faire confiance.",2,12,mn,65.0
63,"Au fil du temps, nous pouvons faire directement confiance aux personnes que nous rencontrons ; Donc oui, Il existe un champ de confiance ; Nous ne sommes donc pas enfermés dans un système financier lié au fait que nous nous faisons confiance.",2,12,my,66.0
64,"On peut directement faire confiance aux personnes que l'on rencontre au fil du temps et donc oui, il y a une zone de confiance et donc on ne s'enferme pas dans le système monétaire, qui est lié au fait de se faire confiance.",2,12,ne,67.0
65,"on peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir oui, c'est une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est par rapport au fait de se faire confiance et",2,12,no,68.0
66,"Au fil du temps, nous pouvons avoir une confiance directe dans les personnes que nous rencontrons et donc oui, il existe une sphère de confiance et donc nous ne nous enfermons pas dans un système monétaire, qui est lié à la confiance mutuelle.",2,12,or,69.0
67,"On peut avoir une confiance directe dans les gens qu'on voit au fil du temps et donc oui, il y a une zone de confiance et donc ne pas s'enfermer dans le système monétaire, c'est lié au fait qu'une confiance en est une autre",2,12,ps,70.0
68,"On peut directement faire confiance aux personnes qu'on rencontre au fil du temps et donc oui, il y a une zone de confiance et donc on ne s'enferme pas dans un système monétaire, il s'agit du fait qu'on se fait confiance et",2,12,fa,71.0
69,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps et c'est pour ça oui, il y a une sphère de confiance et c'est pour ça qu'on ne s'enferme pas dans un système monétaire, c'est à dire, par rapport au fait, faire confiance à chacun autre et",2,12,pl,72.0
70,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc nous le faisons, il y a une sphère de confiance et donc nous ne nous enfermons pas dans un système monétaire, c'est à dire par rapport au fait que nous nous faisons confiance et",2,12,pt,73.0
71,"Nous pouvons faire directement confiance aux personnes que nous rencontrons au fil du temps et donc avoir une sphère de confiance et donc ne pas nous enfermer dans un système monétaire, qui consiste à se faire confiance par rapport au fait et au fait.",2,12,pa,74.0
72,"on pourrait faire directement confiance aux personnes que l'on rencontre au fil du temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est-à-dire par rapport au fait de se faire confiance et",2,12,ro,75.0
73,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps, et donc, oui, il existe une sphère de confiance et donc non enfermée dans le système monétaire, c'est-à-dire par rapport à la confiance mutuelle et",2,12,ru,76.0
74,"on peut trouver une confiance directe dans les gens qu'on rencontre au fil du temps et donc oui, il y a une part de confiance et donc on ne s'enferme pas dans un système financier, basé sur le fait qu'ils dépendent les uns des autres et",2,12,sm,77.0
75,"nous pourrions directement faire confiance aux personnes que nous rencontrons au fil du temps et donc oui, il existe une certaine gamme de confiance et donc ne pas nous enfermer dans un système monétaire, c'est-à-dire en termes de confiance les uns envers les autres et",2,12,gd,78.0
76,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc avoir, oui, il y a une sphère de confiance et donc nous ne nous enfermons pas dans le système monétaire, c'est-à-dire par rapport au fait que nous nous faisons confiance et",2,12,sr,79.0
77,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps, donc nous avons oui, il y a une place pour la confiance et donc nous ne nous reproduisons pas dans le système financier, oui, ce qui est lié à la question de la confiance mutuelle.",2,12,st,80.0
78,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc nous avons oui, il y a une place pour la confiance et donc nous ne nous enfermons pas dans le système financier, ce qui est conforme à la vérité, la confiance et",2,12,sn,81.0
79,"On peut directement faire confiance aux personnes que l'on rencontre au fil du temps et donc oui, il y a un cercle de confiance et donc ne pas s'enfermer dans le système financier, il s'agit vraiment de se faire confiance.",2,12,sd,82.0
80,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc oui, il existe un domaine de confiance, alors ne nous enfermons pas dans un système monétaire, en termes de confiance mutuelle et",2,12,si,83.0
81,nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc oui il y a une sphère de confiance et donc ne pas être enfermés dans le système monétaire qui a à voir avec le fait que nous nous faisons confiance et,2,12,sk,84.0
82,"nous pourrions avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et c'est pourquoi nous avons oui il y a une sphère de confiance et c'est pourquoi nous ne nous enfermons pas dans le système monétaire, il s'agit du fait que nous nous faisons confiance et",2,12,sl,85.0
83,"Nous avons une confiance directe dans les personnes que nous rencontrons au fil du temps, donc nous avons oui, il y a de la confiance, donc nous ne verrouillons pas le système monétaire, ce qui est lié au fait que la confiance et",2,12,so,86.0
84,"on peut avoir une confiance directe dans les personnes que l'on rencontre dans le temps et donc oui, il y a un environnement de confiance et donc ne pas s'enfermer dans le système monétaire, ce qui est lié au fait de la confiance mutuelle et",2,12,su,88.0
85,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons à temps et donc avoir un oui, il y a une sphère de confiance et donc nous ne devons pas nous enfermer dans le système financier, cela est lié au fait de la confiance mutuelle et",2,12,sw,89.0
86,"on pourrait avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, c'est-à-dire par rapport au fait de se faire confiance et",2,12,sv,90.0
87,"on pourrait avoir une confiance directe dans les gens qu'on rencontre au fil du temps, et donc oui, il y a une zone de confiance, et donc on ne s'enferme pas dans le système monétaire, c'est à dire en termes de confiance mutuelle et",2,12,tg,91.0
88,"On peut directement faire confiance aux personnes que l'on rencontre au fil du temps, donc oui, il y a une sphère de confiance, donc on ne s'enferme pas dans un système monétaire, ce qui veut dire se faire confiance et",2,12,ta,92.0
89,"Nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc oui, il existe une sphère de confiance et donc nous ne devrions pas nous enfermer dans un système monétaire, par rapport au fait que nous nous faisons confiance et",2,12,te,93.0
90,"Nous pouvons faire confiance aux personnes que nous rencontrons directement au fil du temps, alors oui, il y a une limite de confiance et le fait de ne pas s'enfermer dans le système financier implique la vérité de se faire confiance les uns les autres et",2,12,th,94.0
91,"avec le temps on peut directement faire confiance aux gens qu'on rencontre et donc oui, il y a une zone de confiance et donc on ne s'enferme pas dans un système monétaire, donc il faut se faire confiance et",2,12,tr,95.0
92,"on pourrait faire directement confiance aux personnes que l'on rencontre au fil du temps, et donc avoir un oui, il y a une sphère de confiance, et donc ne pas être enfermé dans le système monétaire, c'est-à-dire concernant le fait de se faire confiance et",2,12,uk,96.0
93,"Nous pouvons directement faire confiance aux personnes que nous rencontrons au fil du temps et donc oui, il existe un cercle de confiance et donc nous ne nous enfermons pas dans un système financier, qui est une question de confiance mutuelle. Il s'agit de réalité et de confiance.",2,12,ur,97.0
94,"On peut directement faire confiance aux personnes que l'on rencontre au fil du temps, donc oui, il y a une gamme de confiance, donc on ne se met pas dans le système monétaire, il s'agit de se faire confiance.",2,12,ug,98.0
95,"On peut directement faire confiance aux gens qu'on rencontre au fil du temps, et donc oui, il y a un cercle de confiance, et donc on ne se ferme pas au système monétaire, il s'agit de se faire confiance.",2,12,uz,99.0
96,"on peut faire confiance directement aux gens qu'on rencontre au fil du temps et donc oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, cela a à voir avec le fait qu'il faut se faire confiance et",2,12,vi,100.0
97,"on pourrait faire confiance directement aux gens qu'on rencontre au fil du temps et donc oui, il y a un cercle de confiance et donc on ne s'enferme pas dans un système financier, c'est à dire par rapport au fait de se faire confiance et",2,12,cy,101.0
98,"nous pouvons avoir une confiance directe dans les personnes que nous rencontrons au fil du temps et donc oui, il y a une place pour la confiance et donc nous pouvons nous enfermer dans le système financier, qui fait référence à l'élément de confiance et",2,12,xh,102.0
99,"On peut avoir une confiance directe dans les personnes que l'on rencontre au fil du temps et donc avoir oui, il y a une sphère de confiance et donc ne pas s'enfermer dans un système monétaire, cela est par rapport au fait de se faire confiance et",2,12,yi,103.0
100,"nous pouvons faire confiance directement aux personnes que nous rencontrons au fil du temps et donc oui, il y a un lieu de confiance et donc nous ne nous enfermons pas dans un système d'affaires, qui est lié à la vérité pour se faire confiance et",2,12,yo,104.0
101,"on peut directement faire confiance aux gens qu'on rencontre au fil du temps donc on a oui, il y a une sphère de confiance donc on ne s'enferme pas dans le système financier, ce qui est lié au fait de la confiance et",2,12,zu,105.0
102,"enfin, si nous nous prêtons des trucs, l'objet peut être suivi comme je l'ai prêté à tel ou tel, si quelqu'un en a besoin pour le prêter à tel ou tel, cela résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,af,106.0
103,enfin si on se prête des choses l'objet peut être tracé comme je l'ai prêté à un tel si quelqu'un a besoin de le prêter à un tel ça résout le problème de savoir où il est qui l'a etc.,2,12,sq,107.0
104,"En fin de compte, si nous empruntons les uns aux autres, l'objet peut m'être emprunté, de sorte que si quelqu'un en a besoin, cela résoudra le problème de savoir où il se trouve, etc.",2,12,am,108.0
105,"Enfin, si nous nous prêtons des choses, la chose peut être tracée comme vous l'avez prêtée à un tel, si quelqu'un en a besoin, vous pouvez la prêter à un tel, et cela résout le problème de savoir où c'est le cas, à qui appartient-il, et ainsi de suite.",2,12,ar,109.0
106,"enfin, si on convertit les choses entre elles de telle manière que l'objet soit traçable, comme je l'ai donné à un tel, si quelqu'un en a besoin pour le convertir en un tel, cela résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,hy,110.0
107,"enfin, si on se prête l'un à l'autre, l'objet peut être suivi comme si je le prêtais à un tel, si on a besoin de le prêter à quelqu'un, un tel résout le problème de savoir qui l'a, et bientôt.",2,12,az,111.0
108,"enfin, si on se prête la chose on peut retracer l'objet tel que je l'ai prêté et donc si quelqu'un en a besoin pour l'emprunter tel et tel cela résout le problème de savoir où il se trouve et qui l'a etc.",2,12,eu,112.0
109,"enfin, si on se prête des choses traçables, comme j'ai prêté ça à un tel, si quelqu'un a besoin de le prêter à un tel, ça résout le problème de savoir où c'est, qui l'a , etc. d.",2,12,be,113.0
110,"Enfin, si nous nous prêtons des choses, l'objet peut être suivi comme je l'ai prêté et donc si quelqu'un a besoin de le prêter, cela résout le problème de savoir qui l'a et où il se trouve.",2,12,bn,114.0
111,"enfin, si on se prête des choses traçables, l'objet comme je l'ai prêté à tel, si quelqu'un a besoin de le prêter à tel, ça résout le problème de savoir où il est, qui l'a, etc.",2,12,bs,115.0
112,"enfin si on se prête des choses l'objet peut être suivi comme je l'ai prêté à untel si quelqu'un en a besoin pour le donner à untel cela résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,bg,116.0
113,"enfin si on se prête des choses que l'objet peut être suivi comme je l'ai prêté à tel et tel si quelqu'un en a besoin, le prêter à un tel résout le problème de savoir où est qui l'a etc.",2,12,ca,117.0
114,"enfin, lorsque nous nous prêtons des choses, la chose peut être suivie comme je l'ai prêtée et si quelqu'un a besoin de la prêter comme ça et pour résoudre le problème de savoir où elle se trouve, qui l'a et ainsi de suite.",2,12,ceb,118.0
115,"Enfin, lorsque nous nous prêtons des choses, nous pouvons suivre l'objet tel que je l'ai emprunté, c'est-à-dire si quelqu'un a besoin de l'emprunter, afin de résoudre le problème de savoir où se trouve le propriétaire, etc.",2,12,ny,119.0
116,"Enfin, si on se prête des choses, alors cet objet peut être suivi, comme je le prête à un tel, et si quelqu'un en a besoin, je le prête à un tel, ce qui résout le problème de savoir où c'est la question de savoir à qui il appartient, etc.",2,12,zh-tw,121.0
117,"enfin, si on se prête les choses dont on peut tracer l'objet comme je l'ai prêté à un tel s'il y a besoin de prêter à un tel cela résout le problème de savoir où est celui qui l'a etc.",2,12,co,122.0
118,"enfin, si nous nous prêtons des choses, l'article peut être suivi comme je l'ai prêté à untel, si quelqu'un a besoin de le prêter à untel, cela résout le problème de savoir où il se trouve et qui l'a, etc.",2,12,hr,123.0
119,"enfin, quand on emprunte des choses, l'objet peut être suivi, comme je l'ai emprunté, untel, si quelqu'un en a besoin pour l'emprunter, untel, cela résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,cs,124.0
120,enfin si on se prête des choses que l'objet peut être suivi comme je l'ai prêté à tel et puis si quelqu'un en a besoin de le prêter à tel et ainsi ça résout le problème de savoir où il est qui l'a etc.,2,12,da,125.0
121,"Enfin, si on se prête des choses pour que l'objet puisse être suivi, comme je l'ai prêté à un tel, si quelqu'un a besoin de le prêter à un tel, ça résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,nl,126.0
122,enfin si on se prête des choses que l'objet peut être suivi comme je l'ai prêté à untel si quelqu'un en a besoin pour le prêter à untel cela résout le problème de savoir où il est qui l'a etc.,2,12,en,127.0
123,enfin si on se prête des choses que l'objet peut être suivi comme je l'ai prêté à tel et tel si quelqu'un en a besoin pour le prêter à tel et cela résout le problème de savoir où est qui l'a etc.,2,12,eo,128.0
124,"enfin, si on se prête des choses qu'on peut tracer sur l'objet, comme je l'ai emprunté à tel ou tel, si quelqu'un a besoin de l'emprunter à tel ou tel, cela résout le problème de savoir où il est, qui l'a, etc.",2,12,et,129.0
125,"enfin si on se prête des choses, la chose peut être traquée comme je l'ai prêtée à tel ou tel si quelqu'un en a besoin pour la prêter à tel ou tel, cela résout le problème de savoir où se trouve qui l'a, etc.",2,12,tl,130.0
126,"enfin, si on se prête des objets traçables, comme je l'ai prêté à un tel, si quelqu'un en a besoin pour le prêter à un tel, cela résout le problème de savoir où il se trouve, qui l'a, etc.",2,12,fi,131.0
127,enfin si on se prête des choses l'objet peut être retracé comme je l'ai emprunté tel et tel si quelqu'un en a besoin pour le prêter tel et tel cela résout le problème de savoir où il est qui a etc.,2,12,fy,132.0
128,"enfin, si on se prête des choses, on peut suivre l'objet comme je l'ai prêté à un tel et si quelqu'un en a besoin pour le prêter à un tel, le problème de savoir où il se trouve, qui l'a, etc. résolu.",2,12,gl,133.0
129,"Enfin, si on se prête des choses pour garder la trace de l'objet, comme j'ai prêté un tel, si quelqu'un a besoin d'un tel, cela résoudra le problème de savoir où il se trouve, qui l'a, etc.",2,12,ka,134.0
130,"Enfin, quand on se prête des choses, l'objet peut être suivi, tout comme je l'ai prêté à tel ou tel. Donc si quelqu’un en a besoin pour le prêter à tel ou tel, cela résout le problème de savoir où il se trouve, qui l’a, etc.",2,12,de,135.0
