,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
44,"parce que j'ai fini par mettre ça mais après je ne sais pas où je l'ai mis hein, quelque chose que je pensais c'est que le quartier est un peu plus haut, c'est comme une grande famille et il y a des gens qui en sont propriétaires à partir du moment. des choses hein c'est une question de coût pour dire ça hein j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité je me dis enfin il y a deux choses que je peux me dire je ne suis pas obligé de m'en servir je je te le prête, je m'en fiche et la deuxième chose est que je ne l'utilise pas. J'ai deux mentalités différentes où je pourrais gagner de l'argent, alors je te le prête, je m'en fiche, je ne l'utilise pas ou Je te le loue parce que je préfère gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,économique,eu,425.0
45,"parce que finalement je l'ai mis, mais là je ne sais pas où je l'ai mis, euh, c'est ce que je pensais, c'est que le quartier est un peu plus haut, un peu comme une grande grande famille, et comme il y a du monde posséder des choses, euh, c'est une question de coût, donc euh, j'ai une perceuse à la maison, je ne m'en sers pas, donc j'ai un coût d'opportunité, au final, je me dis qu'il y a deux choses Je peux me dire, je ne m'en sers pas tu en as besoin je te le prête je m'en fiche et l'autre c'est que je ne m'en sers pas je pourrais gagner de l'argent c'est deux mentalités différentes donc je vais prêter je vous le fais, je m'en fiche si je ne l'utilise pas ou si je vous le loue parce que je préfère gagner de l'argent et je l'ai acheté",Arg_value,économique,be,426.0
46,"Parce qu'au final je l'ai mis mais après je ne sais pas où je l'ai mis euh c'est quelque chose je pensais que le quartier est un peu plus haut comme une grande famille élargie et à partir de ce moment là tu as des gens qui possèdent des choses euh c'est un question de coût pour ainsi dire Soit j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité Finalement je me dis il y a deux choses que je me dis je ne m'en sers pas Tu en as besoin je suis te le prêter, je m'en fiche et la deuxième chose Eh bien, je ne l'utilise pas, je pourrais gagner de l'argent, c'est deux mentalités différentes donc je te le prête, je m'en fiche si tu ne l'utilises pas ou si je je te le loue parce que j'aime gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,économique,bn,427.0
47,"parce que j'ai fini par le mettre mais après je ne sais pas où je l'ai mis euh c'est un truc auquel je pensais c'est que le quartier un peu au dessus c'est un peu comme une grande famille élargie et à partir du moment où tu as des gens qui possèdent des choses euh c'est une question de coût ce qui veut dire que j'ai une perceuse à la maison je ne l'utilise pas donc j'ai un coût d'opportunité au final je me dis y'a deux choses que je peux me dire si je ne l'utilise pas je j'ai besoin de toi je te prête je m'en fiche et l'autre chose c'est que je ne l'utilise pas je pourrais gagner de l'argent l'argent c'est deux mentalités différentes, donc si je te le prête, je m'en fiche, je ne l'utilise pas ou je vous le loue parce que je préfère gagner de l'argent et je l'ai acheté et",Arg_value,économique,bs,428.0
48,"parce que finalement je l'ai mis, mais après je ne sais pas où je l'ai mis, c'est quelque chose à quoi j'ai pensé, c'est que le quartier est un peu au dessus un peu comme une sorte de grande famille élargie et du moment que tu as les gens qui possèdent des choses euh c'est la question du coût c'est euh j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité au final je me dis il y a deux choses que je peux me dire je ne je ne l'utilise pas tu en as besoin je te le prête je m'en fiche et la deuxième chose c'est que je ne l'utilise pas je peux gagner de l'argent ce sont deux mentalités différentes donc c'est je te le prête je m'en fiche non plus Je ne l'utilise pas ou je vous le loue parce que je préfère gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,éthique,af,523.0
49,"parce que je l'ai finalement mis, mais ensuite je ne sais pas où je l'ai mis euh, c'était quelque chose auquel je pensais, c'est que le quartier est un peu plus haut, un peu comme une sorte de grande grande famille et comme tu as les gens qui possèdent des choses euh c'est une question de coût donc euh j'ai un entraînement à domicile je ne l'utilise pas donc j'ai un coût d'opportunité au final je me dis qu'il y a deux choses que je peux me dire que je n'utilise pas dont tu as besoin Je m'en fiche de vous le prêter et la deuxième chose c'est que je ne m'en sers pas, je peux gagner de l'argent c'est deux mentalités différentes donc si je vous le prête, je m'en fiche de l'utiliser ou de le louer parce que je je préfère gagner de l'argent et c'est moi qui les ai achetés et",Arg_value,éthique,sq,524.0
50,"Parce que j'ai finalement mis ça mais je ne sais pas où je l'ai mis, euh, c'est à ça que je pense, le quartier est un peu plus haut, c'est comme une grande famille, et comme il y a des gens qui possèdent des choses, euh , c'est une question de prix, euh, j'ai une perceuse à la maison, je ne m'en sers pas, donc j'ai une chance, ce que je me dis, c'est que je ne m'en servirai pas. Tu le veux, je te l'ai prêté, je m'en fiche, la deuxième chose c'est que je ne l'utilise pas, je pourrais avoir de l'argent. Ne l'utilise pas ou je te le loue parce que je préfère gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,éthique,am,525.0
51,"لأنني أخيرًا وضعت ذلك ولكن بعد ذلك لا أعرف أين أضعه، إنه شيء كنت أفكر فيه وهو أن الحي أعلى قليلًا مثل نوع من العائلة الممتدة الكبيرة ومنذ اللحظة التي يكون لديك فيها أشخاص يمتلكون الأشياء أه إنها مسألة التكلفة وهذا يعني أه لدي مثقاب في المنزل ولا أستخدمه لذا لدي تكلفة الفرصة البديلة في النهاية أقول لنفسي هناك شيئين يمكنني أن أقول لنفسي أنني لا أستخدمهما أنت في حاجة إليها، أقرضها لك، لا أهتم، والشيء الثاني هو أنني لا أستخدمها، يمكنني كسب المال، إنهما عقليتان مختلفتان، لذلك أقرضك إياها، لا أهتم , CA ne m'interesse pas. Ne l'utilisez pas et ne vous le louez pas car je préfère gagner de l'argent en l'achetant et",Arg_value,éthique,ar,526.0
52,"parce que finalement je l'ai mis, mais ensuite je ne sais pas où je l'ai mis, euh, je pensais que le quartier ressemblait un peu plus à une sorte de famille élargie, et comme il y a des gens qui ont des choses, ouais, c'est un question de coût je veux dire j'ai une perceuse à la maison je ne l'utilise pas donc j'ai une chance après tout je me dis il y a deux choses que je peux me dire je ne l'utilise pas toi j'en ai besoin, je prête je vous le donne, je m'en fiche, et la deuxième chose, je ne l'utilise pas, je peux gagner de l'argent, ce sont deux mentalités différentes, donc je vous le prête, je m'en fiche. ne l'utilise pas ou je te le loue parce que je préfère gagner de l'argent et je l'ai acheté et",Arg_value,éthique,hy,527.0
53,"parce que j'ai finalement mis ça, mais je ne sais pas où je l'ai mis. les choses euh c'est une question de coût euh j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité au final je me dis y'a deux choses que je peux me dire je n'utilise pas tu as besoin que je prête toi je m'en fiche à la seconde où je ne l'utilise pas je pourrais gagner de l'argent ces deux-là c'est une mentalité différente donc je te le prête je m'en fiche je ne l'utilise pas ou je te le loue parce que je' Je préfère gagner de l'argent et je l'ai acheté et",Arg_value,éthique,az,528.0
54,"parce que j'ai fini par mettre ça mais après je ne sais pas où je l'ai mis hein, quelque chose que je pensais c'est que le quartier est un peu plus haut, c'est comme une grande famille et il y a des gens qui en sont propriétaires à partir du moment. des choses hein c'est une question de coût pour dire ça hein j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité je me dis enfin il y a deux choses que je peux me dire je ne suis pas obligé de m'en servir je je te le prête, je m'en fiche et la deuxième chose est que je ne l'utilise pas. J'ai deux mentalités différentes où je pourrais gagner de l'argent, alors je te le prête, je m'en fiche, je ne l'utilise pas ou Je te le loue parce que je préfère gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,éthique,eu,529.0
55,"parce que finalement je l'ai mis, mais là je ne sais pas où je l'ai mis, euh, c'est ce que je pensais, c'est que le quartier est un peu plus haut, un peu comme une grande grande famille, et comme il y a du monde posséder des choses, euh, c'est une question de coût, donc euh, j'ai une perceuse à la maison, je ne m'en sers pas, donc j'ai un coût d'opportunité, au final, je me dis qu'il y a deux choses Je peux me dire, je ne m'en sers pas tu en as besoin je te le prête je m'en fiche et l'autre c'est que je ne m'en sers pas je pourrais gagner de l'argent c'est deux mentalités différentes donc je vais prêter je vous le fais, je m'en fiche si je ne l'utilise pas ou si je vous le loue parce que je préfère gagner de l'argent et je l'ai acheté",Arg_value,éthique,be,530.0
56,"Parce qu'au final je l'ai mis mais après je ne sais pas où je l'ai mis euh c'est quelque chose je pensais que le quartier est un peu plus haut comme une grande famille élargie et à partir de ce moment là tu as des gens qui possèdent des choses euh c'est un question de coût pour ainsi dire Soit j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité Finalement je me dis il y a deux choses que je me dis je ne m'en sers pas Tu en as besoin je suis te le prêter, je m'en fiche et la deuxième chose Eh bien, je ne l'utilise pas, je pourrais gagner de l'argent, c'est deux mentalités différentes donc je te le prête, je m'en fiche si tu ne l'utilises pas ou si je je te le loue parce que j'aime gagner de l'argent et c'est moi qui l'ai acheté et",Arg_value,éthique,bn,531.0
57,"parce que j'ai fini par le mettre mais après je ne sais pas où je l'ai mis euh c'est un truc auquel je pensais c'est que le quartier un peu au dessus c'est un peu comme une grande famille élargie et à partir du moment où tu as des gens qui possèdent des choses euh c'est une question de coût ce qui veut dire que j'ai une perceuse à la maison je ne l'utilise pas donc j'ai un coût d'opportunité au final je me dis y'a deux choses que je peux me dire si je ne l'utilise pas je j'ai besoin de toi je te prête je m'en fiche et l'autre chose c'est que je ne l'utilise pas je pourrais gagner de l'argent l'argent c'est deux mentalités différentes, donc si je te le prête, je m'en fiche, je ne l'utilise pas ou je vous le loue parce que je préfère gagner de l'argent et je l'ai acheté et",Arg_value,éthique,bs,532.0
58,"un ami tu ne vas pas le demander mais une personne que tu ne connais pas oui et à ce moment là c'est là que la notion de quartier vient au premier plan, c'est à dire c'est la notion de quartier donc tu empruntes des choses que tu n'as pas ne les embauchez pas alors ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ok attends euh",Arg_value,économique,af,628.0
59,"un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas oui, et à ce moment-là la notion de quartier apparaît, c'est-à-dire que c'est la notion de quartier qui vous prête les choses que vous faites. Ne les louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'une incitation monétaire et qui diront eh bien attendez euh",Arg_value,économique,sq,629.0
60,"Mon ami, tu ne le factures pas, mais un étranger, oui, et c'est là que la mentalité de quartier prend le dessus, c'est-à-dire que c'est une mentalité de quartier, donc tu ne les prêtes pas et ne les loues pas, alors ce n'est pas le cas. Cela ne fonctionne pas pour tout le monde, car il y aura forcément des gens qui voudront des incitations financières, et bien, attendez.",Arg_value,économique,am,630.0
61,"Un ami pour qui on ne sera pas payé mais quelqu'un qu'on ne connaît pas ouais, et à ce moment-là la notion de quartier vient au premier plan, ça veut dire que c'est la notion de quartier donc tu prêtes des choses dont tu ne veux pas. les louer, ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation financière et ils diront ok attends oui",Arg_value,économique,ar,631.0
62,"un ami pour qui vous ne demanderez pas d'argent, mais une personne que vous ne connaissez pas, oui, et c'est là que la notion de quartier apparaît, donc c'est la notion de quartier, donc vous prêtez ce que vous faites. Ne les embauchez pas, cela ne fonctionnera pas pour tout le monde car inévitablement il y aura des gens qui auront besoin d'une incitation monétaire et qui diront, eh bien, attendez",Arg_value,économique,hy,632.0
63,"vous ne facturerez pas cela à un ami, mais à un étranger oui, et à ce moment-là, la notion de voisinage vient au premier plan, c'est-à-dire la notion de voisinage, alors vous vous prêtez des choses. Ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'une incitation monétaire et qui disent d'attendre.",Arg_value,économique,az,633.0
64,"un ami tu ne factureras pas mais une personne que tu ne connais pas et à ce moment précis la notion de quartier ressort, qui est la notion de quartier, tu empruntes des choses que tu n'as pas, tu ne loues pas alors ça ne fonctionnera pas pour tout le monde, car il y a inévitablement des gens qui ont besoin d'incitations financières et qui attendent ce qu'il dit.",Arg_value,économique,eu,634.0
65,"un ami que tu ne vas pas facturer, mais une personne que tu ne connais pas l'est, et c'est là que le concept de quartier apparaît, c'est le concept de quartier, donc tu empruntes ce que tu n'as pas Don Si je ne leur prends pas de loyer, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'incitations en espèces et qui diront oh attends.",Arg_value,économique,be,635.0
66,"Un ami tu ne vas pas le facturer mais une personne que tu ne connais pas oui et c'est à ce moment là qu'intervient l'idée de voisin, c'est à dire que c'est l'idée de voisin donc ce qu'on ne leur prête pas ne les louez pas alors ça ne marchera pas pour tout le monde car il y a forcément des gens qui ont besoin d'incitations financières et ceux qui disent attendre",Arg_value,économique,bn,636.0
67,"un ami, vous ne le facturerez pas, mais une personne que vous ne connaissez pas, même à ce moment-là, la notion de quartier entre en jeu, c'est-à-dire que c'est la notion de quartier, donc vous empruntez des choses que vous donnez, ne pas les louer, alors ça marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation financière et qui diront alors attends euh",Arg_value,économique,bs,637.0
68,"un ami tu ne vas pas le demander mais une personne que tu ne connais pas oui et à ce moment là c'est là que la notion de quartier vient au premier plan, c'est à dire c'est la notion de quartier donc tu empruntes des choses que tu n'as pas ne les embauchez pas alors ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ok attends euh",Arg_value,éthique,af,731.0
69,"un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas oui, et à ce moment-là la notion de quartier apparaît, c'est-à-dire que c'est la notion de quartier qui vous prête les choses que vous faites. Ne les louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'une incitation monétaire et qui diront eh bien attendez euh",Arg_value,éthique,sq,732.0
70,"Mon ami, tu ne le factures pas, mais un étranger, oui, et c'est là que la mentalité de quartier prend le dessus, c'est-à-dire que c'est une mentalité de quartier, donc tu ne les prêtes pas et ne les loues pas, alors ce n'est pas le cas. Cela ne fonctionne pas pour tout le monde, car il y aura forcément des gens qui voudront des incitations financières, et bien, attendez.",Arg_value,éthique,am,733.0
71,"Un ami pour qui on ne sera pas payé mais quelqu'un qu'on ne connaît pas ouais, et à ce moment-là la notion de quartier vient au premier plan, ça veut dire que c'est la notion de quartier donc tu prêtes des choses dont tu ne veux pas. les louer, ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation financière et ils diront ok attends oui",Arg_value,éthique,ar,734.0
72,"un ami pour qui vous ne demanderez pas d'argent, mais une personne que vous ne connaissez pas, oui, et c'est là que la notion de quartier apparaît, donc c'est la notion de quartier, donc vous prêtez ce que vous faites. Ne les embauchez pas, cela ne fonctionnera pas pour tout le monde car inévitablement il y aura des gens qui auront besoin d'une incitation monétaire et qui diront, eh bien, attendez",Arg_value,éthique,hy,735.0
73,"vous ne facturerez pas cela à un ami, mais à un étranger oui, et à ce moment-là, la notion de voisinage vient au premier plan, c'est-à-dire la notion de voisinage, alors vous vous prêtez des choses. Ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'une incitation monétaire et qui disent d'attendre.",Arg_value,éthique,az,736.0
74,"un ami tu ne factureras pas mais une personne que tu ne connais pas et à ce moment précis la notion de quartier ressort, qui est la notion de quartier, tu empruntes des choses que tu n'as pas, tu ne loues pas alors ça ne fonctionnera pas pour tout le monde, car il y a inévitablement des gens qui ont besoin d'incitations financières et qui attendent ce qu'il dit.",Arg_value,éthique,eu,737.0
75,"un ami que tu ne vas pas facturer, mais une personne que tu ne connais pas l'est, et c'est là que le concept de quartier apparaît, c'est le concept de quartier, donc tu empruntes ce que tu n'as pas Don Si je ne leur prends pas de loyer, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'incitations en espèces et qui diront oh attends.",Arg_value,éthique,be,738.0
