,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
105,Vous avez le droit de veto mais le fait est que vous ne pouvez pas toujours l'utiliser parce que sinon je crois vraiment qu'il y a des gens qui sont dans l'opposition permanente et qui,2,,hi,143.0
106,tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que non je pense que les gens ont aussi des opposants permanents et qui,2,,hmn,144.0
107,"vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas l'utiliser tout le temps, parce que sinon je pense qu'il y a aussi des gens, il y a des gens qui sont dans l'opposition permanente et qui",2,,hu,145.0
108,"vous avez le droit de veto, mais le fait est que vous ne pouvez pas toujours l'utiliser parce que sinon je vois que les gens sont aussi des gens qui sont dans l'opposition permanente et qui",2,,is,146.0
109,"tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon, je pense vraiment qu'il y a aussi des gens qui s'opposent obstinément à quelqu'un.",2,,ig,147.0
110,Vous avez le droit de veto mais le problème c'est qu'on ne peut pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a aussi des gens qui sont dans l'opposition permanente et qui,2,,id,148.0
111,vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a aussi des gens qui sont dans l'opposition permanente et,2,,ga,149.0
112,"vous avez le droit de veto, mais le fait est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont aussi dans l'opposition permanente et qui",2,,it,150.0
113,"Vous avez un veto, mais le problème est que vous ne pouvez pas toujours exercer votre veto. Sinon, je pense vraiment qu’il y a des gens qui sont éternellement contre.",2,,ja,151.0
114,"vous avez le droit de veto mais vous ne pouvez pas toujours l'utiliser parce que si vous ne l'avez pas, je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et qui",2,,jw,152.0
115,"Vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que je pense que les gens sont aussi dans l'opposition permanente et qui",2,,kn,153.0
116,"vous avez le droit de veto, mais vous ne pouvez pas toujours l'utiliser, parce que sinon, je crois vraiment qu'il y a des gens qui seront dans l'opposition permanente.",2,,kk,154.0
117,"Vous avez le droit de veto, mais le fait est que vous ne pouvez pas l'utiliser, car sinon je considère vraiment les gens. Il y a aussi ceux de l'opposition permanente et qui.",2,,km,155.0
118,"Vous avez le droit de veto, mais le problème est que vous ne pouvez pas toujours l'utiliser. Parce que sinon je pense qu’il y a des gens qui sont définitivement contre.",2,,ko,156.0
119,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et,2,,ku,157.0
120,"vous avez le droit de veto, mais vous ne pouvez pas l'utiliser tout le temps, parce que sinon, je le crois vraiment, il y a des gens qui sont en opposition constante au sein du peuple.",2,,ky,158.0
121,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je considère que le peuple a encore ceux qui sont dans l'opposition permanente et qui.,2,,lo,159.0
122,"on a le droit d'intervenir, mais on ne peut pas toujours s'en servir parce que sinon je pense vraiment que les gens sont aussi des gens qui sont en opposition permanente les uns avec les autres.",2,,la,160.0
123,"vous avez un veto, mais le fait est que vous ne pouvez pas toujours l'utiliser, car sinon je crois vraiment que les gens sont et sont des gens qui sont constamment dans l'opposition et qui",2,,lv,161.0
124,vous avez le droit de veto mais vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment que les gens sont aussi dans l'opposition permanente et qui,2,,lt,162.0
125,tu as un droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a aussi des gens qui sont dans l'opposition permanente et qui,2,,lb,163.0
126,tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je pense vraiment que les gens le sont et il y a des gens qui sont dans l'opposition constante et qui,2,,mk,164.0
127,Vous avez le droit de veto mais quelque chose qu'on ne peut pas utiliser à tout moment parce que sinon je pense vraiment qu'il y a aussi des gens dans l'opposition permanente et qui.,2,,mg,165.0
128,vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a aussi des gens qui sont dans l'opposition permanente et qui,2,,ms,166.0
129,"Vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas l'utiliser tout le temps, sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente.",2,,ml,167.0
130,"vous avez le droit de vous retirer, mais le problème est que vous ne pouvez pas toujours l'utiliser, car sinon, je pense vraiment qu'il y a des gens qui sont vraiment dans l'opposition et ceux qui",2,,mi,169.0
131,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense qu'il y a des gens qui sont toujours contre et qui,2,,mr,170.0
132,"Vous avez le droit de veto, mais l'essentiel est qu'on ne puisse pas l'utiliser tout le temps, parce que sinon, je pense vraiment qu'il y a toujours des gens qui sont dans l'opposition.",2,,mn,171.0
133,"Vous avez le droit de veto. Mais la raison pour laquelle on ne peut pas toujours l'utiliser est, en d'autres termes, que je pense vraiment que les gens ont toujours une opposition et qui ils sont.",2,,my,172.0
134,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas l'utiliser tout le temps parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et qui,2,,ne,173.0
135,"tu as le droit de veto, mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je crois vraiment que les gens le sont aussi, il y a des gens qui sont dans l'opposition permanente et qui",2,,no,174.0
136,"Vous avez le droit de veto, mais le problème est que vous ne pouvez pas toujours l'utiliser, car sinon, je considère vraiment qu'il y a des gens qui s'y opposent constamment et qui",2,,or,175.0
137,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et qui.,2,,ps,176.0
138,"Vous avez un veto, mais le problème est que vous ne pouvez pas toujours l'utiliser, car sinon, je pense vraiment que les gens sont aussi des gens qui sont constamment dans l'opposition et",2,,fa,177.0
139,"tu as le droit de veto, mais le truc c'est que tu ne peux pas toujours l'utiliser, sinon je pense vraiment qu'il y a aussi des gens, il y a des gens qui sont dans l'opposition permanente et qui",2,,pl,178.0
140,"tu as le droit de veto, mais le problème c'est qu'on ne peut pas toujours l'utiliser, parce que sinon je considère vraiment que les gens le sont aussi, il y a des gens qui sont dans l'opposition permanente et qui",2,,pt,179.0
141,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je comprends très bien qu'il y ait des gens qui sont dans l'opposition permanente et qui,2,,pa,180.0
142,"vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment que les gens sont aussi des gens qui sont dans l'opposition permanente et qui",2,,ro,181.0
143,"vous avez le veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser, parce que sinon je crois vraiment qu'il y a des gens qui sont constamment dans l'opposition et qui",2,,ru,182.0
144,Vous avez le droit de veto mais vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et leur .,2,,sm,183.0
145,"vous avez le droit de veto mais ce que vous ne pouvez pas toujours utiliser, c'est parce que sinon je pense vraiment qu'il y a aussi des gens qui s'y opposent en permanence et",2,,gd,184.0
146,"vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment que les gens et il y a des gens qui sont dans une opposition constante et qui",2,,sr,185.0
147,vous avez le droit de veto mais le fait est que vous ne pouvez pas l'utiliser tout le temps parce que sinon je pense que les gens sont aussi dans l'opposition permanente.,2,,st,186.0
148,vous avez le droit de veto mais le fait est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition totale et,2,,sn,187.0
149,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense qu'il y a des gens qui sont dans l'opposition permanente et qui le sont.,2,,sd,188.0
150,"Vous avez un veto, mais le fait est qu'on ne peut pas toujours l'utiliser, sinon je considère effectivement qu'il y a aussi des gens qui sont dans l'opposition permanente et qui",2,,si,189.0
151,"vous avez le droit de veto, mais vous ne pouvez pas toujours l'utiliser, parce que sinon je pense vraiment qu'il y a aussi des gens qui sont dans l'opposition permanente et qui",2,,sk,190.0
152,"vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser, parce que sinon je pense vraiment que les gens sont aussi des gens qui sont dans une opposition constante et qui",2,,sl,191.0
153,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je vois bien que les gens sont aussi des gens qui sont dans une opposition constante et ceux qui,2,,so,192.0
154,"Vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que, sinon, je crois vraiment qu'il y a des gens qui sont aussi dans l'opposition permanente et qui",2,,es,193.0
155,tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je vois qu'il y a aussi des gens qui sont dans l'opposition permanente et qui.,2,,sw,195.0
156,"tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je crois vraiment qu'il y a aussi des gens, il y a des gens qui sont dans l'opposition permanente et qui",2,,sv,196.0
157,"vous avez le droit de veto, mais le fait est que vous ne pouvez pas l'utiliser tout le temps, parce que sinon je pense vraiment qu'il y a aussi des gens, il y a des gens qui sont constamment dans l'opposition et",2,,tg,197.0
158,"Vous avez le droit de veto, mais le problème, c'est que vous ne pouvez pas l'utiliser tout le temps, sinon je suppose qu'il y a des gens dans l'opposition permanente.",2,,ta,198.0
159,"Vous avez le droit de veto, mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon les gens sont aussi des gens qui sont dans l'opposition permanente et je pense vraiment que qui",2,,te,199.0
160,"Vous avez le droit de veto, mais le fait est que vous ne pouvez pas toujours l'exercer. Parce que sinon Je me considère comme une vraie personne. Il y a des gens qui s'y opposent en permanence et qui",2,,th,200.0
161,"Vous avez le droit de veto, mais le problème est que vous ne pouvez pas l'utiliser tout le temps, car sinon vous avez des gens qui sont dans l'opposition permanente et",2,,tr,201.0
162,Vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a des gens qui sont dans l'opposition permanente et qui,2,,ur,203.0
163,"Vous avez le droit de refuser, mais le fait est que vous ne pouvez pas l'utiliser très souvent, car sinon, je pense aussi que les gens ont été et sont dans l'opposition permanente.",2,,ug,204.0
164,"vous avez le droit de veto, mais le problème est que vous ne pouvez pas toujours l'utiliser, car sinon je crois qu'il y a des gens qui sont dans l'opposition permanente.",2,,uz,205.0
165,vous avez le veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense en fait qu'il y a aussi des gens qui sont toujours dans l'opposition et des gens qui,2,,vi,206.0
166,vous avez un droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je considère vraiment qu'il y a aussi des gens dans l'opposition permanente qui,2,,cy,207.0
167,vous avez le droit de veto mais le problème c'est que vous ne pouvez pas toujours l'utiliser parce que sinon je pense qu'il y a des gens qui sont aussi dans l'opposition permanente et,2,,xh,208.0
168,Vous avez un droit de veto mais le fait est que vous ne pouvez pas l'utiliser éternellement parce que sinon je pense vraiment que les gens sont aussi des gens qui sont dans l'opposition permanente et qui,2,,yi,209.0
169,tu as le droit de veto mais le truc c'est que tu ne peux pas toujours l'utiliser parce que sinon je pense vraiment qu'il y a encore des gens qui sont dans l'opposition permanente et ceux qui,2,,yo,210.0
170,mais c'est plutôt une contribution dont le prix de revient est égal à zéro,1,,af,212.0
171,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,,sq,213.0
172,"Mais lorsque le prix de revient est égal à zéro, c'est plus de contribution",1,,am,214.0
173,Mais c'est bien plus qu'une simple contribution dont le prix de revient est égal à zéro.,1,,ar,215.0
174,mais c'est plutôt un investissement dont le coût est nul,1,,hy,216.0
175,mais c'est plus de cotisations où le coût est nul,1,,az,217.0
176,mais le prix de revient est une contribution égale à zéro,1,,eu,218.0
177,mais c'est plutôt une contribution dont le coût est nul,1,,be,219.0
178,Mais il s'agit plutôt d'une contribution dont le prix de revient est nul.,1,,bn,220.0
179,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,,bs,221.0
180,mais c'est plutôt une contribution quand le coût est nul,1,,bg,222.0
181,mais c'est plus qu'un apport dont le prix de revient est égal à zéro,1,,ceb,224.0
182,mais c'est très utile lorsque la valeur est égale à zéro,1,,ny,225.0
183,"Mais plus encore, l'apport du prix de revient nul",1,,zh-cn,226.0
184,mais c'est plutôt un apport dont le prix de revient est égal à zéro,1,,cs,230.0
185,mais cela ressemble plus à un pari dont le prix est égal à zéro,1,,et,235.0
186,mais c'est plutôt un pari dont le prix de revient est nul,1,,fi,237.0
187,Mais il s'agit plutôt d'un apport dont le prix de revient est nul,1,,ka,240.0
188,mais il s'agit plutôt d'une contribution dont la valeur de coût est égale à zéro,1,,el,242.0
189,Mais c'est une contribution de plus dont la valeur de coût est égale à zéro,1,,gu,243.0
190,mais il s'agit plutôt d'un apport dont le prix est égal à zéro,1,,ht,244.0
191,mais il a une contribution supplémentaire où le prix de revient est égal à zéro,1,,ha,245.0
192,mais l'offre est plus grande si le prix est égal à zéro,1,,haw,246.0
193,Mais c'est plutôt un don dont le prix de revient est nul,1,,iw,247.0
194,Mais il s'agit davantage d'un apport dont le prix de revient est égal à zéro.,1,,hi,249.0
195,mais c'est plutôt un programme où le prix est égal à zéro,1,,hmn,250.0
196,mais c'est plutôt un apport dont le prix de revient est nul,1,,is,252.0
197,mais c'est le cadeau de Karina qui ne vaut rien,1,,ig,253.0
198,mais c'est un apport plus important lorsque le prix de revient est nul,1,,ga,255.0
199,Mais il s’agit plutôt d’une contribution lorsque le coût est égal à zéro.,1,,ja,257.0
200,mais plus que la contribution où le prix de revient est égal à zéro,1,,jw,258.0
201,Mais il est très doué là où le prix de revient est nul,1,,kn,259.0
202,mais c'est la part où le coût est nul,1,,kk,260.0
203,Mais il s’agit davantage d’une contribution que la valeur du coût n’est nulle.,1,,km,261.0
204,"Cependant, si le prix de revient est nul, il est plus proche de la contribution.",1,,ko,262.0
205,mais c'est plutôt une contribution qui coûte zéro,1,,ku,263.0
206,mais il s'agit plutôt d'une contribution gratuite,1,,ky,264.0
207,Mais il s'agit plutôt d'un apport dont le prix de revient est égal à zéro,1,,lo,265.0
208,mais il y a plutôt une contribution où le prix est égal au prix de rien,1,,la,266.0
209,mais la participation est égale à un prix nul,1,,mg,271.0
210,"Mais là où le coût est nul, il y a plus de contribution",1,,ml,273.0
